,LATITUDE,LONGITUDE,SIO2,NA2O,K2O,CAO,FEO,MGO,MATERIAL,SAMPLE ID
4984,4.1025,8.9792,45.4,2.6,0.76,10.6,,11.8,WR,PETDB-3392-U2
4985,4.1025,8.9792,45.5,2.7,0.81,11.0,,10.3,WR,PETDB-3392-U3
4986,4.1025,8.9792,45.8,2.6,0.81,10.9,,10.3,WR,PETDB-3392-U4
4987,4.1025,8.9792,45.5,2.4,0.73,11.2,,11.6,WR,PETDB-3392-U6
4988,4.1025,8.9792,45.2,2.5,0.76,11.0,,11.7,WR,PETDB-3392-U8
13681,4.1025,8.9792,45.7,2.6,0.76,10.7,,11.5,WR,PETDB-3392-U5
13682,4.1025,8.9792,45.4,2.5,0.72,10.8,,12.5,WR,PETDB-3392-U7
13683,4.1025,8.9792,43.9,1.9,0.52,10.1,,11.8,WR,PETDB-3392-U9
13684,4.1025,8.9792,43.8,2.3,1.06,12.4,,9.0,WR,PETDB-3392-U10
4989,37.748,14.999,47.36,3.62,2.04,10.55,,5.71,WR,PETDB-3505-2001 UPPER VENT
4990,37.748,14.999,47.64,3.51,1.99,10.56,,6.14,WR,PETDB-3505-2002 SOUTH FISSURE
4991,37.748,14.999,47.71,3.88,2.1,10.2,,4.98,WR,PETDB-3505-2006
13685,37.748,14.999,47.64,3.38,1.88,10.51,,6.06,WR,PETDB-3505-2001 LOWER VENT
13686,37.748,14.999,47.14,3.67,2.05,10.6,,5.66,WR,PETDB-3505-2002 NORTHEAST FISSURE
13687,37.748,14.999,47.68,3.58,2.09,10.49,,5.22,WR,PETDB-3505-2004-2005
5116,-19.95,-174.72,55.3,2.03,0.56,9.46,9.75,4.09,WR,PETDB-3524-HA3-3
5118,-15.3183,167.869,48.81,2.49,1.21,11.41,,7.25,WR,PETDB-3525-AO03
5119,-15.38,167.83,49.6,2.39,1.41,11.63,,9.73,WR,PETDB-3525-AO04
5120,-15.38,167.83,47.53,1.77,1.08,10.67,,16.93,WR,PETDB-3525-AO07
5121,-15.38,167.83,47.72,1.94,1.07,10.46,,16.28,WR,PETDB-3525-AO12
5122,-15.38,167.83,47.91,1.92,1.03,10.77,,15.91,WR,PETDB-3525-AO13
13815,-15.38,167.83,47.49,1.74,1.08,10.65,,18.01,WR,PETDB-3525-AO06
13817,-15.38,167.83,47.08,1.52,0.91,10.74,,19.25,WR,PETDB-3525-AO19
5123,-15.3779,167.931,48.03,2.4,1.31,10.12,,14.68,WR,PETDB-3525-AO18
5124,-15.4506,167.679,48.43,2.29,1.42,10.74,,12.18,WR,PETDB-3525-AO23
5158,29.0093,-13.7183,46.5,2.99,0.8,9.63,,13.4,WR,PETDB-3281-6-3PP
5159,29.03,-13.63,43.9,3.28,1.18,10.96,,13.4,WR,PETDB-3281-LZ-TAO
5166,6.05,10.608,43.4,2.47,1.27,9.43,,8.28,WR,PETDB-3302-W17
5167,6.05,10.608,42.7,2.46,1.26,9.27,,8.16,WR,PETDB-3302-W18
5168,6.05,10.608,43.9,2.28,1.42,10.0,,7.95,WR,PETDB-3302-W25
5169,6.05,10.608,43.9,2.56,1.48,9.9,,7.81,WR,PETDB-3302-W28
5170,6.05,10.608,43.2,2.46,1.44,9.78,,7.81,WR,PETDB-3302-W29
5171,6.05,10.608,66.2,6.08,4.85,0.64,,0.22,WR,PETDB-3302-W33
5172,6.05,10.608,65.6,6.04,4.83,0.6,,0.19,WR,PETDB-3302-W36
5173,6.05,10.608,64.9,5.98,4.77,0.71,,0.22,WR,PETDB-3302-W38
5174,6.05,10.608,69.6,6.33,4.84,0.7,,0.06,WR,PETDB-3302-W1
5175,6.05,10.608,68.9,6.32,4.83,0.68,,0.06,WR,PETDB-3302-W2
5176,6.05,10.608,69.8,6.09,4.72,0.63,,0.03,WR,PETDB-3302-W3
5177,6.05,10.608,69.9,6.08,4.66,0.66,,0.02,WR,PETDB-3302-W4
13870,6.05,10.608,44.3,2.55,1.3,9.6,,8.18,WR,PETDB-3302-W19
13871,6.05,10.608,43.4,2.42,1.29,9.47,,8.0,WR,PETDB-3302-W20
13872,6.05,10.608,43.3,2.5,1.26,9.4,,8.15,WR,PETDB-3302-W21
13873,6.05,10.608,43.2,2.43,1.26,9.41,,8.25,WR,PETDB-3302-W22
13874,6.05,10.608,43.6,2.27,1.43,9.91,,7.91,WR,PETDB-3302-W26
13875,6.05,10.608,43.2,2.49,1.42,9.74,,7.91,WR,PETDB-3302-W27
13876,6.05,10.608,43.2,2.37,1.46,9.8,,7.79,WR,PETDB-3302-W30
13877,6.05,10.608,66.2,6.12,4.91,0.62,,0.21,WR,PETDB-3302-W34
13878,6.05,10.608,66.5,6.13,4.9,0.67,,0.22,WR,PETDB-3302-W35
13879,6.05,10.608,65.7,6.05,4.84,0.54,,0.17,WR,PETDB-3302-W37
13880,6.05,10.608,70.7,6.11,4.73,0.6,,0.02,WR,PETDB-3302-W5
13881,6.05,10.608,69.4,6.08,4.67,0.72,,0.1,WR,PETDB-3302-W6
5240,18.08,145.7,61.76,3.92,2.16,4.84,,1.97,WR,PETDB-3336-TM-06-16
5255,18.08,145.7,52.41,2.83,0.87,10.37,,3.73,WR,PETDB-3336-TM-06-34
13940,18.08,145.7,52.05,2.29,0.82,10.79,,5.5,WR,PETDB-3336-TM-06-15A
5241,18.08,145.732,53.49,2.79,1.01,10.08,,4.93,WR,PETDB-3336-TM-06-10
5242,18.0663,145.714,53.98,2.77,1.1,10.1,,4.92,WR,PETDB-3336-TM-06-911
5243,18.081,145.732,53.6,2.76,1.07,10.0,,4.89,WR,PETDB-3336-TM-06-214
5244,18.075,145.732,60.12,3.85,1.93,5.82,,2.25,WR,PETDB-3336-TM-06-18
5245,18.0648,145.716,52.27,2.61,0.86,10.49,,5.33,WR,PETDB-3336-TM-06-20
5246,18.0651,145.716,52.2,2.76,0.87,10.34,,4.82,WR,PETDB-3336-TM-06-22
5247,18.0845,145.731,52.28,2.47,0.9,10.89,,5.6,WR,PETDB-3336-TM-06-31
5248,18.0617,145.717,52.85,2.67,0.85,10.43,,5.19,WR,PETDB-3336-TM-06-203
5249,18.0617,145.717,52.97,2.49,0.84,10.57,,5.22,WR,PETDB-3336-TM-06-202
5250,18.0618,145.717,52.46,2.65,0.86,10.28,,5.15,WR,PETDB-3336-TM-06-201
5251,18.0618,145.717,52.7,2.61,0.89,10.28,,5.07,WR,PETDB-3336-TM-06-200
5252,18.0627,145.715,61.6,4.46,1.62,5.54,,2.04,WR,PETDB-3336-TM-06-907
5253,18.0872,145.755,50.42,2.59,0.58,11.71,,4.8,WR,PETDB-3336-TM-06-241
5254,18.094,145.749,48.25,2.08,0.46,13.22,,5.66,WR,PETDB-3336-TM-06-217
5256,18.0975,145.755,49.48,2.31,0.56,11.89,,6.28,WR,PETDB-3336-TM-06-216
5257,18.092,145.758,48.63,2.35,0.59,12.04,,5.55,WR,PETDB-3336-TM-06-236
5262,18.092,145.758,49.16,2.24,0.57,12.12,,5.95,WR,PETDB-3336-TM-06-239
5258,18.0938,145.759,48.38,2.3,0.55,12.06,,5.88,WR,PETDB-3336-TM-06-123
5259,18.0935,145.759,49.11,2.26,0.63,12.02,,5.89,WR,PETDB-3336-TM-06-122
5260,18.0935,145.759,49.24,2.4,0.61,11.81,,5.51,WR,PETDB-3336-TM-06-121
5261,18.0929,145.758,49.56,2.42,0.64,11.76,,5.31,WR,PETDB-3336-TM-06-238
5316,42.2011,128.186,46.58,2.94,2.63,7.73,,9.02,WR,PETDB-3369-BD-03
5317,28.572,-17.8943,42.55,4.3,1.89,10.89,,7.37,WR,PETDB-3375-KLP051
5318,28.568,-17.8905,45.44,5.8,2.42,9.36,,4.39,WR,PETDB-3375-KLP052
5319,28.5644,-17.7861,43.74,4.59,1.79,10.64,,5.96,WR,PETDB-3375-KLP055
5320,28.6431,-17.9401,46.08,4.76,2.05,9.11,,7.25,WR,PETDB-3375-KLP082
5321,28.5253,-17.7962,43.37,4.35,1.91,10.84,,7.17,WR,PETDB-3375-KLP092
5322,28.6459,-17.9194,43.17,4.29,2.13,10.63,,5.75,WR,PETDB-3375-KLP122
5323,28.688,-17.8708,48.06,6.53,3.16,7.7,,3.01,GL,PETDB-3375-KLP006
14002,28.688,-17.8708,49.48,5.69,2.82,7.38,,2.86,GL,PETDB-3375-KLP006A
5324,28.6736,-17.8598,42.93,3.03,0.87,11.12,,11.84,WR,PETDB-3375-KLP114
5325,28.6792,-17.8568,45.23,3.25,0.88,11.17,,5.88,WR,PETDB-3375-KLP117
14008,28.6792,-17.8568,46.74,5.92,2.73,7.7,,3.68,WR,PETDB-3375-KLP116
5326,28.6678,-17.8994,45.98,3.06,0.89,10.19,,7.76,WR,PETDB-3375-KLP217
5327,28.6676,-17.8283,44.31,3.55,1.27,11.02,,7.08,WR,PETDB-3375-KLP023
5328,28.6656,-17.8244,46.49,5.31,2.2,8.99,,3.92,WR,PETDB-3375-KLP027
5329,28.6205,-17.8216,43.08,3.07,1.18,11.28,,7.85,WR,PETDB-3375-KLP036
5330,28.6276,-17.8345,44.35,1.64,0.76,11.65,,15.89,WR,PETDB-3375-KLP037
5331,28.6277,-17.8345,43.53,2.35,1.04,11.74,,10.88,WR,PETDB-3375-KLP039
5332,28.7041,-17.9515,46.11,4.77,1.89,9.32,,4.43,WR,PETDB-3375-KLP059
5333,28.729,-17.9772,42.44,3.28,0.64,11.98,,9.35,WR,PETDB-3375-KLP061
14017,28.729,-17.9772,42.62,4.14,0.94,10.81,,6.8,WR,PETDB-3375-KLP063
5334,28.7554,-18.0045,40.83,3.5,1.71,11.08,,6.79,WR,PETDB-3375-KLP064
5335,28.7554,-18.0045,41.73,3.48,1.39,11.84,,6.84,WR,PETDB-3375-KLP065
5336,28.7544,-17.9864,41.52,3.98,1.03,12.17,,7.24,WR,PETDB-3375-KLP067
5337,28.7323,-17.7305,42.56,4.21,0.83,11.79,,7.93,WR,PETDB-3375-KLP073
5338,28.8408,-17.7897,44.57,4.91,2.18,10.21,,5.16,WR,PETDB-3375-KLP076
5339,28.6308,-17.8312,42.7,2.45,1.07,12.06,,10.83,WR,PETDB-3375-KLP088
5340,28.6336,-17.8294,44.77,3.38,1.36,10.5,,6.65,WR,PETDB-3375-KLP089
5341,28.7643,-17.8178,45.15,3.19,1.36,10.61,,8.43,WR,PETDB-3375-KLP221
5342,28.8188,-17.8488,45.12,2.03,0.78,12.15,,15.2,WR,PETDB-3375-KLP207
5343,28.7086,-17.8794,39.76,1.56,0.38,13.78,,9.24,WR,PETDB-3375-LP257
5346,28.7086,-17.8794,46.6,2.3,0.7,14.4,,7.8,WR,PETDB-3375-LP143
5344,28.6752,-17.9235,42.5,2.43,2.67,10.56,,5.75,WR,PETDB-3375-LP102-1
5345,28.677,-17.9225,47.9,3.6,1.1,8.6,,4.8,WR,PETDB-3375-LP031
5347,28.6835,-17.9135,44.8,3.7,0.9,8.7,,4.7,WR,PETDB-3375-LP113
14030,28.6835,-17.9135,45.63,2.1,0.78,9.68,,10.3,WR,PETDB-3375-LP151
5526,15.2912,107.745,52.45,3.27,1.03,9.04,,7.05,WR,PETDB-3447-VN16102
5527,15.2912,107.745,52.05,3.31,1.01,8.98,,6.95,WR,PETDB-3447-VN16103
5528,15.2912,107.745,52.37,3.23,0.99,8.84,,6.67,WR,PETDB-3447-VN16104
14219,15.2912,107.745,51.76,3.28,1.03,8.96,,7.07,WR,PETDB-3447-VN16101
14220,15.2912,107.745,47.97,3.52,2.17,7.58,,8.41,WR,PETDB-3447-VN16091
5531,14.813,108.013,51.82,3.28,0.62,9.73,,6.05,WR,PETDB-3447-VN16191
5544,-19.5161,169.447,54.53,3.87,2.39,7.93,,2.13,WR,PETDB-3516-TAN 10
5545,-19.5161,169.447,55.26,3.81,2.96,6.52,,2.95,WR,PETDB-3516-TAN 01
5546,-19.5161,169.447,56.39,3.87,2.94,6.36,,2.86,WR,PETDB-3516-TAN 17
5547,-19.5161,169.447,56.39,3.87,2.96,6.25,,2.83,WR,PETDB-3516-TAN 18
5548,-19.5161,169.447,59.87,4.28,3.83,4.67,,2.03,WR,PETDB-3516-TAN 23
5549,-19.5161,169.447,60.22,4.29,3.85,4.7,,2.03,WR,PETDB-3516-TAN 24
5550,-19.5161,169.447,58.05,4.16,3.77,4.73,,2.07,WR,PETDB-3516-TAN 25
5551,-19.5161,169.447,56.2,3.83,2.94,6.41,,2.89,WR,PETDB-3516-TAN 19
5552,-19.5161,169.447,49.07,2.76,0.92,10.39,,4.57,WR,PETDB-3516-TAN 75
5553,-19.5161,169.447,52.01,3.3,1.26,9.9,,3.67,WR,PETDB-3516-TAN 82
14230,-19.5161,169.447,55.53,3.67,3.13,5.43,,2.63,WR,PETDB-3516-TAN 03
14231,-19.5161,169.447,55.65,3.62,2.64,7.37,,4.1,WR,PETDB-3516-TAN 06
14232,-19.5161,169.447,55.59,3.57,2.61,7.09,,4.03,WR,PETDB-3516-13/1-B
14233,-19.5161,169.447,56.84,3.84,2.93,6.54,,3.0,WR,PETDB-3516-TAN 21
14234,-19.5161,169.447,58.59,3.95,3.38,5.5,,2.68,WR,PETDB-3516-TAN 08
14235,-19.5161,169.447,55.85,3.85,2.53,7.47,,2.36,WR,PETDB-3516-TAN 12
14236,-19.5161,169.447,58.79,4.08,3.61,4.91,,2.14,WR,PETDB-3516-TAN 09
14237,-19.5161,169.447,47.51,1.83,0.59,12.46,,7.77,WR,PETDB-3516-TAN 93
5625,40.78,14.05,60.43,6.02,6.68,1.72,,0.23,WR,PETDB-3527-A0
5626,40.78,14.05,59.89,5.81,6.9,1.7,,0.24,WR,PETDB-3527-A2B
5627,40.78,14.05,59.79,4.18,6.65,1.63,,0.21,WR,PETDB-3527-A2T
14298,40.78,14.05,59.36,4.91,7.98,2.14,,0.45,WR,PETDB-3527-BT
14299,40.78,14.05,59.12,4.79,8.43,2.27,,0.5,WR,PETDB-3527-CMB
5628,51.944,-176.703,52.96,3.3,1.17,9.94,8.68,4.19,WR,PETDB-3580-MOF81-17
5629,51.917,-176.719,62.88,4.18,1.51,6.23,4.92,2.01,WR,PETDB-3580-MOF80-3
5630,51.795,-176.818,47.73,2.67,1.53,10.57,10.34,5.75,WR,PETDB-3580-CP80-9
5631,51.6918,-176.581,52.55,2.95,0.74,9.73,10.91,4.86,WR,PETDB-3580-CM8-3
5632,51.682,-177.64,58.54,3.52,1.38,8.21,5.97,4.75,WR,PETDB-3580-SKAN-13-02
5633,52.019,-176.031,48.23,2.72,1.35,8.14,9.74,10.5,WR,PETDB-3580-GS80-R13
5736,19.65,-103.76,46.74,2.46,4.77,8.57,,11.97,WR,LE-02
14397,19.65,-103.76,48.3,1.94,3.76,8.21,,14.24,WR,LE-03
5737,19.63,-103.49,49.35,1.95,3.55,8.82,,10.88,WR,AP-03
14398,19.63,-103.49,48.47,1.73,3.24,8.09,,13.55,WR,AP-01
5738,54.07,159.6,51.754,2.864,0.578,10.542,,5.452,WR,KR-99/96
14402,54.07,159.6,51.754,2.864,0.578,10.542,,5.452,WR,KR96BV
5739,53.93,158.07,49.73,3.23,0.88,9.58,,8.61,WR,200338/1
5741,44.3874,-121.539,48.03,2.75,0.43,8.51,,12.89,WR,GB072
5742,44.209,-121.796,50.36,3.33,0.81,7.63,,11.37,WR,PT05
5743,44.3942,-121.74,49.73,3.21,0.87,8.89,,10.89,WR,SM2
5744,44.2192,-121.777,52.19,3.62,0.67,7.18,,11.24,WR,YO061E
5745,44.2192,-121.777,52.19,3.62,0.67,7.18,,11.24,WR,YO065D
5746,41.58,-121.58,56.1,3.4,1.15,8.4,,5.4,WR,7-TIMBER MOUNTAIN QUADRANGLE
14411,41.58,-121.58,53.7,2.7,1.04,9.3,,6.8,WR,7-GIANT CRATER LAVA FIELD
5747,41.666,-122.03,57.7,3.5,1.15,6.7,,4.4,WR,S-1-SHASTA QUADRANGLE
5748,41.666,-122.03,53.9,3.1,0.49,10.0,,3.2,WR,S-11-DWINNELL RES. QUADRANGLE
5749,12.6966,-87.0283,52.31,2.82,0.42,10.48,,2.94,WR,SC01A
5750,12.6981,-87.0189,52.85,2.41,0.5,10.33,,3.88,WR,SC02B
5751,12.6916,-87.0054,48.44,2.6,0.57,10.48,,4.77,WR,SC11D
5752,12.6998,-87.01,47.48,2.18,0.42,11.74,,4.66,WR,SC5C
14413,12.6998,-87.01,49.84,2.94,0.74,9.63,,3.47,WR,SC5J
14414,12.6998,-87.01,50.18,2.8,0.66,9.78,,4.03,WR,SC5K
5754,19.679,-97.45,61.42,4.76,2.39,4.59,,2.09,WR,HK-14-05
5755,19.51,-97.44,48.27,2.68,0.75,10.62,,9.2,WR,HK-14-26
5814,19.85,-101.75,55.87,4.16,1.2,6.9,,5.5,WR,PAR-1214
5822,19.85,-101.75,56.43,4.04,1.26,6.7,,5.43,WR,PAR-1217
5844,28.2783,-16.6033,45.8,3.38,1.36,10.2,,9.76,WR,TF 5
7914,28.2783,-16.6033,45.8,3.38,1.36,10.2,,9.76,WR,TENERIFE-TF 5
5916,33.42,126.5,48.19,3.08,1.36,9.18,,8.91,WR,ESG96
5917,33.42,126.5,47.92,3.04,1.36,9.14,,9.12,WR,ESG123
5918,33.42,126.5,56.74,5.16,3.39,4.74,,2.04,WR,ESG250
5919,33.42,126.5,57.16,5.59,4.74,3.55,,1.23,WR,ESG353
5920,33.42,126.5,52.24,4.93,2.91,5.34,,2.86,WR,ESG414
14573,33.42,126.5,52.41,4.02,2.15,7.08,,3.82,WR,ESG3
14574,33.42,126.5,48.56,3.17,1.31,8.69,,6.78,WR,ESG41
14575,33.42,126.5,55.01,4.78,2.64,5.72,,2.54,WR,ESG66
14576,33.42,126.5,48.33,3.16,1.51,9.07,,8.68,WR,ESG134
14577,33.42,126.5,46.76,2.71,1.21,10.04,,10.68,WR,ESG156
14578,33.42,126.5,54.23,4.94,2.87,5.41,,2.48,WR,ESG191
14579,33.42,126.5,47.22,3.93,1.88,7.69,,4.62,WR,ESG210
14580,33.42,126.5,49.1,4.24,2.18,7.06,,3.69,WR,ESG218
14581,33.42,126.5,49.6,4.35,2.22,7.06,,3.92,WR,ESG224
14582,33.42,126.5,51.95,4.5,2.45,6.76,,3.55,WR,ESG263
14583,33.42,126.5,48.29,3.97,2.12,8.12,,5.28,WR,ESG277
14584,33.42,126.5,51.76,4.37,3.21,6.84,,2.83,WR,ESG316
14585,33.42,126.5,50.57,4.81,2.04,6.87,,3.07,WR,ESG340
14586,33.42,126.5,55.16,5.47,3.69,4.38,,1.67,WR,ESG434
5921,33.3,126.48,49.15,4.05,1.42,8.45,,3.9,WR,LAH47
5922,33.3,126.48,51.97,4.3,1.94,7.2,,3.08,WR,LAH52
5923,33.3,126.48,51.16,3.87,1.58,8.2,,4.72,WR,LAH68
5924,33.3,126.48,50.91,3.91,1.91,7.67,,3.94,WR,LAH99
5925,33.3,126.48,53.81,4.88,2.54,6.38,,2.16,WR,LAH123
5926,33.3,126.48,43.57,2.45,0.78,10.32,,8.12,WR,LAH515
14587,33.3,126.48,58.48,5.08,3.09,4.41,,1.68,WR,LAH10
14588,33.3,126.48,51.68,4.48,1.77,8.3,,3.05,WR,LAH22
14589,33.3,126.48,49.48,3.98,1.64,7.86,,5.61,WR,LAH31
14590,33.3,126.48,58.32,4.85,3.1,4.71,,1.88,WR,LAH82
14591,33.3,126.48,50.14,3.88,1.91,7.55,,3.91,WR,LAH106
14592,33.3,126.48,51.66,4.15,2.13,7.07,,3.45,WR,LAH158
14593,33.3,126.48,51.18,4.64,2.75,7.01,,2.63,WR,LAH177
14594,33.3,126.48,60.04,6.12,4.07,2.84,,0.54,WR,LAH358
5927,33.25,126.2,49.52,2.95,1.15,9.27,,7.97,WR,ILK5
5928,33.25,126.2,51.63,3.32,0.66,8.52,,6.74,WR,ILK18
5929,33.25,126.2,49.55,3.49,1.37,8.61,,7.36,WR,ILK45
5930,33.25,126.2,47.53,2.78,1.24,8.68,,9.41,WR,ILK98
5936,33.25,126.2,61.61,6.08,4.14,2.74,,0.34,WR,SE04
14595,33.25,126.2,48.25,3.17,1.26,9.3,,8.78,WR,ILK11
14596,33.25,126.2,50.96,3.05,1.0,8.85,,8.07,WR,ILK53
14597,33.25,126.2,48.26,3.02,1.29,9.3,,9.21,WR,ILK80
5931,33.52,126.78,51.4,3.23,0.78,8.56,,7.41,WR,KIMY47
5932,33.52,126.78,51.27,3.12,0.77,8.67,,7.95,WR,KIMY60
5933,33.52,126.78,49.17,2.99,0.77,8.71,,7.93,WR,KIMY71
5934,33.52,126.78,48.39,2.61,1.08,9.86,,10.39,WR,KIMY94
5935,33.52,126.78,46.56,2.59,1.31,9.27,,10.35,WR,KIMY107
14598,33.52,126.78,50.84,3.15,1.05,8.7,,7.91,WR,KIMY4
14599,33.52,126.78,50.57,3.7,1.62,8.18,,6.63,WR,KIMY24
14600,33.52,126.78,51.98,3.17,0.77,8.71,,7.32,WR,KIMY44
14601,33.52,126.78,51.63,3.21,0.8,8.65,,7.53,WR,KIMY56
14602,33.52,126.78,50.71,3.11,0.86,8.94,,7.28,WR,KIMY77
14603,33.52,126.78,47.12,2.81,1.25,9.69,,10.58,WR,KIMY102
6349,11.984,-86.161,51.1,2.77,1.07,10.35,,5.23,WR,QA16
6378,11.984,-86.161,50.3,2.75,1.16,9.86,,5.22,WR,QAW1
6379,11.984,-86.161,49.98,2.54,0.97,10.45,,5.46,WR,COMALITO
6380,11.984,-86.161,50.33,2.89,1.09,9.88,,5.17,WR,QV9
6381,11.984,-86.161,49.36,2.77,0.99,9.99,,5.38,WR,VISITOR CENTER
15095,11.984,-86.161,49.8,2.85,1.14,10.21,,5.41,WR,QA24
15096,11.984,-86.161,49.7,2.97,1.2,10.27,,4.42,WR,MS1997
15097,11.984,-86.161,47.15,2.6,1.03,8.77,,4.96,WR,CERRO MONTOSOS
6366,3.41067,8.54986,45.05,2.73,1.22,11.18,6.2,11.41,WR,BK04
6367,3.4,8.5,45.51,3.73,1.49,9.97,8.68,8.95,WR,BK07
6373,3.4,8.5,45.7,2.74,1.12,11.43,10.15,9.31,WR,BK09
6374,3.4,8.5,45.93,3.13,1.07,10.44,9.3,11.52,WR,BK10
15083,3.4,8.5,46.7,3.09,1.49,10.78,9.17,7.61,WR,BK08
6368,3.44344,8.50491,45.59,3.25,1.75,10.59,8.5,6.62,WR,BK12
15084,3.44344,8.50491,44.46,3.19,1.41,11.31,8.17,8.54,WR,BK14
15090,3.44344,8.50491,43.61,2.52,1.42,11.81,9.47,9.47,WR,BK13
6369,3.58812,8.76168,42.91,3.47,1.41,10.94,9.63,11.66,WR,BK17
6370,3.58812,8.76168,42.86,3.49,1.41,10.89,9.7,11.69,WR,BK18
15087,3.58812,8.76168,44.83,2.72,1.16,10.13,9.19,11.57,WR,BK19
6371,3.28464,8.75911,47.04,2.4,1.1,11.22,7.73,10.81,WR,BK23
6372,3.3578,8.6336,45.74,3.11,1.17,9.83,10.13,10.11,WR,BK03
6375,3.5667,8.85724,45.97,2.82,1.35,11.41,8.92,7.63,WR,BK22
6376,4.07344,9.11599,41.46,3.22,2.12,12.29,5.03,3.82,WR,2208C
6377,4.07344,9.11599,39.49,4.57,3.22,13.96,5.66,4.75,WR,2208D
15092,4.07344,9.11599,40.37,4.86,3.63,11.61,6.11,4.21,WR,2208A
15093,4.07344,9.11599,39.34,4.54,2.81,13.84,5.4,4.99,WR,2208B
6584,0.63,36.218,63.05,8.14,4.55,0.97,9.3,0.21,WR,NTB2014-346
6585,-0.2,36.07,62.9,6.19,4.74,1.03,7.05,0.22,WR,JLR-1
6586,-0.2,36.07,62.75,7.16,4.81,1.05,8.99,0.23,WR,JLR-2
6587,-0.2,36.07,62.85,6.23,4.86,1.07,7.06,0.24,WR,JLR-3
6588,4.0282,35.777,64.03,8.42,4.76,1.03,9.24,0.22,WR,K14-977
6589,4.0282,36.0508,63.22,7.21,4.76,1.03,7.2,0.22,WR,K14-978
6591,-0.2236,36.0234,62.13,6.85,4.77,0.9,6.8,0.19,WR,"K15-1007, 1008, 1010, 1011"
6598,-0.2236,36.0234,68.5,7.22,4.37,0.49,9.63,0.06,WR,K15-1006
6592,-0.383,36.1553,62.37,6.84,6.04,1.26,7.07,0.27,WR,K15-1015D
6593,-0.383,36.1553,61.79,6.79,4.76,0.97,6.86,0.13,WR,K15-1016
15284,-0.383,36.1553,63.08,7.08,5.43,1.23,7.07,0.36,WR,K15-1015A
15285,-0.383,36.1553,62.51,6.9,5.46,1.32,6.99,0.44,WR,K15-1015B
6595,-0.5077,34.353,61.82,7.52,5.2,1.1,7.42,0.35,WR,LVP2014-21
6599,-0.4928,36.0915,67.72,6.34,4.17,0.39,10.68,0.03,WR,HVM90-1
6600,8.475,39.0,62.53,4.88,4.94,1.74,,0.91,WR,2012A
6601,8.475,39.0,69.11,4.16,4.9,0.36,,0.13,WR,2012B-2
6602,8.475,39.0,63.4,5.35,5.6,1.04,,0.38,WR,2012A-3
6603,8.475,39.0,65.31,3.83,5.6,0.83,,0.36,WR,2012A-4
15289,8.475,39.0,62.43,5.34,5.45,0.99,,0.51,WR,2012B
15290,8.475,39.0,61.73,5.39,5.48,1.15,,0.44,WR,2012A-2A
15291,8.475,39.0,62.59,5.33,5.47,1.15,,0.45,WR,2012B-1
15292,8.475,39.0,72.15,3.76,5.13,0.1,,0.0,WR,2012B-3
15293,8.475,39.0,65.72,3.76,5.96,0.57,,0.2,WR,2012A-5
15294,8.475,39.0,71.72,3.76,5.06,0.12,,0.06,WR,2012A-2B
6604,0.5,35.9,58.77,2.4,3.9,1.34,9.35,0.11,WR,CAT97-11A
6605,0.5,35.9,59.15,5.15,4.21,1.3,9.05,0.12,WR,NTB2015-411
6606,0.5,35.9,60.74,7.04,4.47,1.35,9.34,0.11,WR,NTB2015-427
6607,0.5,35.9,60.23,6.42,4.57,1.37,9.26,0.11,WR,NTB2015-431
6608,0.5,35.9,59.77,5.33,4.82,1.25,7.29,0.44,WR,FVNMAS
6609,0.5,35.9,60.8,6.24,4.66,1.24,6.1,0.39,WR,NTB2015-417
6610,0.5,35.9,60.49,5.91,4.7,1.22,6.51,0.36,WR,NTB2015-422
6611,0.5,35.9,61.45,6.68,4.73,1.19,8.38,0.34,WR,NTB2015-438
6612,0.5,35.9,61.54,5.94,4.97,1.24,7.99,0.38,WR,NTB2015-446
6613,0.5,35.9,62.1,4.95,3.78,0.61,6.33,0.04,WR,CAT01.45
6614,0.5,35.9,61.64,7.8,4.67,1.27,10.73,0.04,WR,NTB2015-421
6615,0.5,35.9,61.14,4.74,4.55,1.29,10.67,0.05,WR,NTB2015-426
6616,0.5,35.9,57.84,1.18,0.76,1.22,9.41,0.06,WR,NTB2012-217
6617,0.5,35.9,60.92,3.46,4.18,0.97,7.56,0.17,WR,NTB2015-433
6618,0.5,35.9,63.99,4.74,4.49,0.72,7.29,0.06,WR,CAT01-25
6619,0.5,35.9,63.82,4.35,4.23,0.73,7.34,0.07,WR,CAT01-26
6620,0.5,35.9,62.32,2.16,3.95,1.11,7.47,0.2,WR,NTB2013-239
6621,0.5,35.9,62.64,3.12,3.8,0.88,6.72,0.04,WR,NTB2013-224
6622,0.5,35.9,63.11,5.46,4.57,1.29,6.93,0.1,WR,NTB2013-226
6623,0.5,35.9,47.32,3.06,0.75,10.49,10.08,6.07,WR,NTB2011-3
6624,0.5,35.9,49.29,3.68,1.07,0.64,7.66,0.04,WR,NTB2011-39
6625,0.5,35.9,47.82,3.73,1.31,9.6,10.72,5.14,WR,NTB2011-47
6626,0.5,35.9,47.75,3.16,0.78,10.64,10.73,6.09,WR,NTB2012-68
6627,0.5,35.9,48.15,3.52,0.98,10.12,10.23,6.04,WR,NTB2012-90
6628,0.5,35.9,48.24,3.26,0.82,10.8,11.0,5.99,WR,NTB2012-119
